onset	duration	nwb_table	HitR	HitL	ErrR	ErrL	NoLickR	NoLickL	LickEarly	StimTrials	PoleInTime	PoleOutTime	CueTime	GoodTrials	PhotostimulationType
206.96	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
218.443	5.499949999999984	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
229.761	5.499949999999984	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
238.625	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[   nan 4.2612]	False	0.0
248.258	5.499949999999984	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
257.272	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[   nan 3.6563]	False	0.0
266.6	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
276.274	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
286.93	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[   nan 3.7624]	False	0.0
295.965	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
306.714	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
316.58	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
329.303	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[   nan 3.7277]	False	0.0
338.377	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
349.729	5.499949999999956	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
358.654	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
367.613	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
377.598	5.499949999999956	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[   nan 3.6616]	False	0.0
386.638	5.499949999999956	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[   nan 3.7128]	False	0.0
396.357	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
406.804	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
416.119	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
424.981	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[   nan 3.6301]	False	0.0
435.337	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
450.381	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
459.367	5.499949999999956	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
469.503	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
480.037	5.499949999999956	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[ nan 3.57]	False	0.0
489.011	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[  nan 4.701]	False	0.0
499.007	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.57	1.87	[3.57 3.57]	True	2.0
508.326	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.87	[3.57 3.57]	True	0.0
517.77	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.57	2.0818	[3.7818 3.7818]	True	0.0
527.617	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.87	[3.57 3.57]	True	0.0
536.548	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.57	1.87	[3.57 3.57]	True	2.0
545.439	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.57	2.8335	[4.5335 4.5335]	True	0.0
557.392	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.87	[3.57 3.57]	True	0.0
566.344	5.499949999999899	trials	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.57	2.1369000000000002	[3.8369 3.8369]	True	0.0
575.7	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.57	2.7732	[4.4732 4.4732]	True	0.0
585.749	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.57	2.0014000000000003	[3.7014 3.7014]	True	0.0
594.781	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.87	[3.57 3.57]	True	0.0
606.207	5.4999500000000126	trials	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.57	1.87	[3.57 3.57]	True	3.0
617.626	5.499949999999899	trials	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.57	1.87	[4.2353 4.2353]	True	0.0
627.233	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.57	2.7925	[4.4925 4.4925]	True	1.0
636.963	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.87	[3.57 3.57]	True	0.0
645.985	5.4999500000000126	trials	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.57	1.87	[6.6446 6.6446]	True	3.0
661.173	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.57	1.87	[3.57 3.57]	True	1.0
670.171	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.57	1.87	[3.57 3.57]	True	2.0
679.114	5.4999500000000126	trials	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.57	1.87	[3.57 3.57]	True	3.0
