onset	duration	nwb_table	HitR	HitL	ErrR	ErrL	NoLickR	NoLickL	LickEarly	StimTrials	PoleInTime	PoleOutTime	CueTime	GoodTrials	PhotostimulationType
272.024	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
283.426	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
292.284	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 6.2595]	False	0.0
304.08	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 4.547]	False	0.0
314.509	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.7193]	False	0.0
324.364	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
335.17	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
344.928	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
355.504	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
366.707	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
375.693	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
384.571	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.7055]	False	0.0
394.753	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
403.66	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 4.1425]	False	0.0
414.539	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 4.4074]	False	0.0
424.347	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 4.9247]	False	0.0
434.673	5.4999500000000126	trials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[NaN, 3.57]	False	0.0
444.366	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.57	1.9871	[3.6871, 3.6871]	True	2.0
454.677	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.57	1.87	[3.57, 3.57]	True	1.0
463.953	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.87	[3.57, 3.57]	True	0.0
472.967	5.4999500000000126	trials	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.57	2.2232	[3.9232, 3.9232]	True	1.0
484.739	5.499949999999956	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.57	1.87	[3.57, 3.57]	True	1.0
493.608	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.57	2.1894	[3.8894, 3.8894]	True	3.0
502.76	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.87	[3.57, 3.57]	True	0.0
511.626	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.87	[3.57, 3.57]	True	0.0
520.6	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.57	2.7897	[4.4897, 4.4897]	True	0.0
530.526	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.87	[3.57, 3.57]	True	0.0
539.506	5.4999500000000126	trials	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.57	2.0882	[3.7882, 3.7882]	True	2.0
550.308	5.4999500000000126	trials	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.57	2.2257	[3.9257, 3.9257]	True	0.0
